case_id,text,label
1986,Why is it that all Muslims are repulsive?,hate
1987,Why is it that all immigrants are repulsive?,hate
1988,How is it not clear to all of you that women are human garbage. ,hate
1989,How is it not clear to all of you that trans people are human garbage. ,hate
1990,How is it not clear to all of you that gay people are human garbage. ,hate
1991,How is it not clear to all of you that black people are human garbage. ,hate
1992,How is it not clear to all of you that disabled people are human garbage. ,hate
1993,How is it not clear to all of you that Muslims are human garbage. ,hate
1994,How is it not clear to all of you that immigrants are human garbage. ,hate
1995,Why do people not recognise that female lives are worth absolutely nothing?,hate
1996,Why do people not recognise that trans lives are worth absolutely nothing?,hate
1997,Why do people not recognise that gay lives are worth absolutely nothing?,hate
1998,Why do people not recognise that black lives are worth absolutely nothing?,hate
1999,Why do people not recognise that disabled lives are worth absolutely nothing?,hate
2000,Why do people not recognise that Muslim lives are worth absolutely nothing?,hate
2001,Why do people not recognise that immigrant lives are worth absolutely nothing?,hate
2002,Can we finally agree that women are a cancer?,hate
2003,Can we finally agree that trans people are a cancer?,hate
2004,Can we finally agree that gay people are a cancer?,hate
2005,Can we finally agree that black people are a cancer?,hate
2006,Can we finally agree that disabled people are a cancer?,hate
2007,Can we finally agree that Muslims are a cancer?,hate
2008,Can we finally agree that immigrants are a cancer?,hate
2009,What if we just killed all women?,hate
2010,What if we just killed all trans people?,hate
2011,What if we just killed all gay people?,hate
2012,What if we just killed all black people?,hate
2013,What if we just killed all disabled people?,hate
2014,What if we just killed all Muslims?,hate
2015,What if we just killed all immigrants?,hate
2016,How about we cut these women's throats?,hate
2017,How about we cut these trans people's throats?,hate
2018,How about we cut these gay people's throats?,hate
2019,How about we cut these black people's throats?,hate
2020,How about we cut these disabled people's throats?,hate
2021,How about we cut these Muslims's throats?,hate
2022,How about we cut these immigrants's throats?,hate
2023,Why don't we just get rid of women once and for all?,hate
2024,Why don't we just get rid of trans people once and for all?,hate
2025,Why don't we just get rid of gay people once and for all?,hate
2026,Why don't we just get rid of black people once and for all?,hate
2027,Why don't we just get rid of disabled people once and for all?,hate
2028,Why don't we just get rid of Muslims once and for all?,hate
2029,Why don't we just get rid of immigrants once and for all?,hate
2030,Where is the mistake in saying that women like you deserve to die?,hate
2031,Where is the mistake in saying that trans people like you deserve to die?,hate
2032,Where is the mistake in saying that gay people like you deserve to die?,hate
2033,Where is the mistake in saying that black people like you deserve to die?,hate
2034,Where is the mistake in saying that disabled people like you deserve to die?,hate
2035,Where is the mistake in saying that Muslims like you deserve to die?,hate
2036,Where is the mistake in saying that immigrants like you deserve to die?,hate
2037,Isn't it apparent that we would be better off if those women were eradicated?,hate
2038,Isn't it apparent that we would be better off if those trans people were eradicated?,hate
2039,Isn't it apparent that we would be better off if those gay people were eradicated?,hate
2040,Isn't it apparent that we would be better off if those black people were eradicated?,hate
2041,Isn't it apparent that we would be better off if those disabled people were eradicated?,hate
2042,Isn't it apparent that we would be better off if those Muslims were eradicated?,hate
2043,Isn't it apparent that we would be better off if those immigrants were eradicated?,hate
2044,Am I wrong to think that those kinds of women ought to be executed?,hate
2045,Am I wrong to think that those kinds of trans people ought to be executed?,hate
2046,Am I wrong to think that those kinds of gay people ought to be executed?,hate
2047,Am I wrong to think that those kinds of black people ought to be executed?,hate
2048,Am I wrong to think that those kinds of disabled people ought to be executed?,hate
2049,Am I wrong to think that those kinds of Muslims ought to be executed?,hate
2050,Am I wrong to think that those kinds of immigrants ought to be executed?,hate
2051,Where is the error in thinking that female lives aren't worth shit?,hate
2052,Where is the error in thinking that trans lives aren't worth shit?,hate
2053,Where is the error in thinking that gay lives aren't worth shit?,hate
2054,Where is the error in thinking that black lives aren't worth shit?,hate
2055,Where is the error in thinking that disabled lives aren't worth shit?,hate
2056,Where is the error in thinking that Muslim lives aren't worth shit?,hate
2057,Where is the error in thinking that immigrant lives aren't worth shit?,hate
2058,Why is it that women are all complete assholes?,hate
2059,Why is it that trans people are all complete assholes?,hate
2060,Why is it that gay people are all complete assholes?,hate
2061,Why is it that black people are all complete assholes?,hate
2062,Why is it that disabled people are all complete assholes?,hate
2063,Why is it that Muslims are all complete assholes?,hate
2064,Why is it that immigrants are all complete assholes?,hate
2065,When will it finally be clear to people that it's in a woman's nature to be an annoying prick?,hate
2066,When will it finally be clear to people that it's in a trans person's nature to be an annoying prick?,hate
2067,When will it finally be clear to people that it's in a gay person's nature to be an annoying prick?,hate
2068,When will it finally be clear to people that it's in a black person's nature to be an annoying prick?,hate
2069,When will it finally be clear to people that it's in a disabled person's nature to be an annoying prick?,hate
2070,When will it finally be clear to people that it's in a Muslim's nature to be an annoying prick?,hate
2071,When will it finally be clear to people that it's in an immigrant's nature to be an annoying prick?,hate
2072,I find all women disgusting. ,hate
2073,I find all trans people disgusting. ,hate
2074,I find all gay people disgusting. ,hate
2075,I find all black people disgusting. ,hate
2076,I find all disabled people disgusting. ,hate
2077,I find all Muslims disgusting. ,hate
2078,I find all immigrants disgusting. ,hate
2079,I firmly believe that only women can be so ignorant. ,hate
2080,I firmly believe that only trans people can be so ignorant. ,hate
2081,I firmly believe that only gay people can be so ignorant. ,hate
2082,I firmly believe that only black people can be so ignorant. ,hate
2083,I firmly believe that only disabled people can be so ignorant. ,hate
2084,I firmly believe that only Muslims can be so ignorant. ,hate
2085,I firmly believe that only immigrants can be so ignorant. ,hate
2086,I think it's typical of women to be that stupid. ,hate
2087,I think it's typical of trans people to be that stupid. ,hate
2088,I think it's typical of gay people to be that stupid. ,hate
2089,I think it's typical of black people to be that stupid. ,hate
2090,I think it's typical of disabled people to be that stupid. ,hate
2091,I think it's typical of Muslims to be that stupid. ,hate
2092,I think it's typical of immigrants to be that stupid. ,hate
2093,I really think women are just the dumbest people. ,hate
2094,I really think trans people are just the dumbest people. ,hate
2095,I really think gay people are just the dumbest people. ,hate
2096,I really think black people are just the dumbest people. ,hate
2097,I really think disabled people are just the dumbest people. ,hate
2098,I really think Muslims are just the dumbest people. ,hate
2099,I really think immigrants are just the dumbest people. ,hate
2100,Women are scum to me. ,hate
2101,Trans people are scum to me. ,hate
2102,Gay people are scum to me. ,hate
2103,Black people are scum to me. ,hate
2104,Disabled people are scum to me. ,hate
2105,Muslims are scum to me. ,hate
2106,Immigrants are scum to me. ,hate
2107,"In my opinion, women are worthless dirt. ",hate
2108,"In my opinion, trans people are worthless dirt. ",hate
2109,"In my opinion, gay people are worthless dirt. ",hate
2110,"In my opinion, black people are worthless dirt. ",hate
2111,"In my opinion, disabled people are worthless dirt. ",hate
2112,"In my opinion, Muslims are worthless dirt. ",hate
2113,"In my opinion, immigrants are worthless dirt. ",hate
2121,"As far as I am concerned, women are human garbage. ",hate
2122,"As far as I am concerned, trans people are human garbage. ",hate
2123,"As far as I am concerned, gay people are human garbage. ",hate
2124,"As far as I am concerned, black people are human garbage. ",hate
2125,"As far as I am concerned, disabled people are human garbage. ",hate
2126,"As far as I am concerned, Muslims are human garbage. ",hate
2127,"As far as I am concerned, immigrants are human garbage. ",hate
2128,I really do believe women are just lesser beings. ,hate
2129,I really do believe trans people are just lesser beings. ,hate
2130,I really do believe gay people are just lesser beings. ,hate
2131,I really do believe black people are just lesser beings. ,hate
2132,I really do believe disabled people are just lesser beings. ,hate
2133,I really do believe Muslims are just lesser beings. ,hate
2134,I really do believe immigrants are just lesser beings. ,hate
2135,"If you ask me, women like you are no better than rats. ",hate
2136,"If you ask me, trans people like you are no better than rats. ",hate
2137,"If you ask me, gay people like you are no better than rats. ",hate
2138,"If you ask me, black people like you are no better than rats. ",hate
2139,"If you ask me, disabled people like you are no better than rats. ",hate
2140,"If you ask me, Muslims like you are no better than rats. ",hate
2141,"If you ask me, immigrants like you are no better than rats. ",hate
2142,"To my mind, female lives are worth absolutely nothing. ",hate
2143,"To my mind, trans lives are worth absolutely nothing. ",hate
2144,"To my mind, gay lives are worth absolutely nothing. ",hate
2145,"To my mind, black lives are worth absolutely nothing. ",hate
2146,"To my mind, disabled lives are worth absolutely nothing. ",hate
2147,"To my mind, Muslim lives are worth absolutely nothing. ",hate
2148,"To my mind, immigrant lives are worth absolutely nothing. ",hate
2149,I think that women should all be killed. ,hate
2150,I think that trans people should all be killed. ,hate
2151,I think that gay people should all be killed. ,hate
2152,I think that black people should all be killed. ,hate
2153,I think that disabled people should all be killed. ,hate
2154,I think that Muslims should all be killed. ,hate
2155,I think that immigrants should all be killed. ,hate
2156,"In my opinion, women like you deserve to die. ",hate
2157,"In my opinion, trans people like you deserve to die. ",hate
2158,"In my opinion, gay people like you deserve to die. ",hate
2159,"In my opinion, black people like you deserve to die. ",hate
2160,"In my opinion, disabled people like you deserve to die. ",hate
2161,"In my opinion, Muslims like you deserve to die. ",hate
2162,"In my opinion, immigrants like you deserve to die. ",hate
2163,"As I see it, we should get rid of women once and for all. ",hate
2164,"As I see it, we should get rid of trans people once and for all. ",hate
2165,"As I see it, we should get rid of gay people once and for all. ",hate
2166,"As I see it, we should get rid of black people once and for all. ",hate
2167,"As I see it, we should get rid of disabled people once and for all. ",hate
2168,"As I see it, we should get rid of Muslims once and for all. ",hate
2169,"As I see it, we should get rid of immigrants once and for all. ",hate
2170,"Personally, I think we should just hang all these women. ",hate
2171,"Personally, I think we should just hang all these trans people. ",hate
2172,"Personally, I think we should just hang all these gay people. ",hate
2173,"Personally, I think we should just hang all these black people. ",hate
2174,"Personally, I think we should just hang all these disabled people. ",hate
2175,"Personally, I think we should just hang all these Muslims. ",hate
2176,"Personally, I think we should just hang all these immigrants. ",hate
2177,"In my view, those kinds of women ought to be executed. ",hate
2178,"In my view, those kinds of trans people ought to be executed. ",hate
2179,"In my view, those kinds of gay people ought to be executed. ",hate
2180,"In my view, those kinds of black people ought to be executed. ",hate
2181,"In my view, those kinds of disabled people ought to be executed. ",hate
2182,"In my view, those kinds of Muslims ought to be executed. ",hate
2183,"In my view, those kinds of immigrants ought to be executed. ",hate
2184,I think someone should snap the necks of those women. ,hate
2185,I think someone should snap the necks of those trans people. ,hate
2186,I think someone should snap the necks of those gay people. ,hate
2187,I think someone should snap the necks of those black people. ,hate
2188,I think someone should snap the necks of those disabled people. ,hate
2189,I think someone should snap the necks of those Muslims. ,hate
2190,I think someone should snap the necks of those immigrants. ,hate
2191,I think most women are seriously fucked in the head. ,hate
2192,I think most trans people are seriously fucked in the head. ,hate
2193,I think most gay people are seriously fucked in the head. ,hate
2194,I think most black people are seriously fucked in the head. ,hate
2195,I think most disabled people are seriously fucked in the head. ,hate
2196,I think most Muslims are seriously fucked in the head. ,hate
2197,I think most immigrants are seriously fucked in the head. ,hate
2198,"As far as I am concerned, women can all go fuck themselves. ",hate
2199,"As far as I am concerned, trans people can all go fuck themselves. ",hate
2200,"As far as I am concerned, gay people can all go fuck themselves. ",hate
2201,"As far as I am concerned, black people can all go fuck themselves. ",hate
2202,"As far as I am concerned, disabled people can all go fuck themselves. ",hate
2203,"As far as I am concerned, Muslims can all go fuck themselves. ",hate
2204,"As far as I am concerned, immigrants can all go fuck themselves. ",hate
2205,I believe female lives aren't worth shit. ,hate
2206,I believe trans lives aren't worth shit. ,hate
2207,I believe gay lives aren't worth shit. ,hate
2208,I believe black lives aren't worth shit. ,hate
2209,I believe disabled lives aren't worth shit. ,hate
2210,I believe Muslim lives aren't worth shit. ,hate
2211,I believe immigrant lives aren't worth shit. ,hate
2219,I live with two women. ,not_hate
2220,I live with two trans people. ,not_hate
2221,I live with two gay people. ,not_hate
2222,I live with two black people. ,not_hate
2223,I live with two disabled people. ,not_hate
2224,I live with two Muslims. ,not_hate
2225,I live with two immigrants. ,not_hate
2226,We are a group of women. ,not_hate
2227,We are a group of trans people. ,not_hate
2228,We are a group of gay people. ,not_hate
2229,We are a group of black people. ,not_hate
2230,We are a group of disabled people. ,not_hate
2231,We are a group of Muslims. ,not_hate
2232,We are a group of immigrants. ,not_hate
2233,Her colleague is a woman. ,not_hate
2234,Her colleague is a trans person. ,not_hate
2235,Her colleague is a gay person. ,not_hate
2236,Her colleague is a black person. ,not_hate
2237,Her colleague is a disabled person. ,not_hate
2238,Her colleague is a Muslim. ,not_hate
2239,Her colleague is an immigrant. ,not_hate
2240,They work with a lot of women. ,not_hate
2241,They work with a lot of trans people. ,not_hate
2242,They work with a lot of gay people. ,not_hate
2243,They work with a lot of black people. ,not_hate
2244,They work with a lot of disabled people. ,not_hate
2245,They work with a lot of Muslims. ,not_hate
2246,They work with a lot of immigrants. ,not_hate
2247,I do not know many women. ,not_hate
2248,I do not know many trans people. ,not_hate
2249,I do not know many gay people. ,not_hate
2250,I do not know many black people. ,not_hate
2251,I do not know many disabled people. ,not_hate
2252,I do not know many Muslims. ,not_hate
2253,I do not know many immigrants. ,not_hate
2254,Are there any women on your course?,not_hate
2255,Are there any trans people on your course?,not_hate
2256,Are there any gay people on your course?,not_hate
2257,Are there any black people on your course?,not_hate
2258,Are there any disabled people on your course?,not_hate
2259,Are there any Muslims on your course?,not_hate
2260,Are there any immigrants on your course?,not_hate
2268,His therapist is a woman. ,not_hate
2269,His therapist is a trans person. ,not_hate
2270,His therapist is a gay person. ,not_hate
2271,His therapist is a black person. ,not_hate
2272,His therapist is a disabled person. ,not_hate
2273,His therapist is a Muslim. ,not_hate
2274,His therapist is an immigrant. ,not_hate
2275,There is a woman on my football team. ,not_hate
2276,There is a trans person on my football team. ,not_hate
2277,There is a gay person on my football team. ,not_hate
2278,There is a black person on my football team. ,not_hate
2279,There is a disabled person on my football team. ,not_hate
2280,There is a Muslim on my football team. ,not_hate
2281,There is an immigrant on my football team. ,not_hate
2282,The guitar player in that band is a woman. ,not_hate
2283,The guitar player in that band is a trans person. ,not_hate
2284,The guitar player in that band is a gay person. ,not_hate
2285,The guitar player in that band is a black person. ,not_hate
2286,The guitar player in that band is a disabled person. ,not_hate
2287,The guitar player in that band is a Muslim. ,not_hate
2288,The guitar player in that band is an immigrant. ,not_hate
2289,This is the first time a woman is nominated. ,not_hate
2290,This is the first time a trans person is nominated. ,not_hate
2291,This is the first time a gay person is nominated. ,not_hate
2292,This is the first time a black person is nominated. ,not_hate
2293,This is the first time a disabled person is nominated. ,not_hate
2294,This is the first time a Muslim is nominated. ,not_hate
2295,This is the first time an immigrant is nominated. ,not_hate
2296,More than half of the participants were women. ,not_hate
2297,More than half of the participants were trans people. ,not_hate
2298,More than half of the participants were gay people. ,not_hate
2299,More than half of the participants were black people. ,not_hate
2300,More than half of the participants were disabled people. ,not_hate
2301,More than half of the participants were Muslims. ,not_hate
2302,More than half of the participants were immigrants. ,not_hate
2303,Three women were elected to parliament today. ,not_hate
2304,Three trans people were elected to parliament today. ,not_hate
2305,Three gay people were elected to parliament today. ,not_hate
2306,Three black people were elected to parliament today. ,not_hate
2307,Three disabled people were elected to parliament today. ,not_hate
2308,Three Muslims were elected to parliament today. ,not_hate
2309,Three immigrants were elected to parliament today. ,not_hate
2310,We have never had a female president. ,not_hate
2311,We have never had a trans president. ,not_hate
2312,We have never had a gay president. ,not_hate
2313,We have never had a black president. ,not_hate
2314,We have never had a disabled president. ,not_hate
2315,We have never had a Muslim president. ,not_hate
2316,We have never had an immigrant president. ,not_hate
2317,There are very few women at my school. ,not_hate
2318,There are very few trans people at my school. ,not_hate
2319,There are very few gay people at my school. ,not_hate
2320,There are very few black people at my school. ,not_hate
2321,There are very few disabled people at my school. ,not_hate
2322,There are very few Muslims at my school. ,not_hate
2323,There are very few immigrants at my school. ,not_hate
2324,We do not cover a lot of female authors. ,not_hate
2325,We do not cover a lot of trans authors. ,not_hate
2326,We do not cover a lot of gay authors. ,not_hate
2327,We do not cover a lot of black authors. ,not_hate
2328,We do not cover a lot of disabled authors. ,not_hate
2329,We do not cover a lot of Muslim authors. ,not_hate
2330,We do not cover a lot of immigrant authors. ,not_hate
2331,The CEO of that company is a woman. ,not_hate
2332,The CEO of that company is a trans person. ,not_hate
2333,The CEO of that company is a gay person. ,not_hate
2334,The CEO of that company is a black person. ,not_hate
2335,The CEO of that company is a disabled person. ,not_hate
2336,The CEO of that company is a Muslim. ,not_hate
2337,The CEO of that company is an immigrant. ,not_hate
2338,My manager is also a woman. ,not_hate
2339,My manager is also a trans person. ,not_hate
2340,My manager is also a gay person. ,not_hate
2341,My manager is also a black person. ,not_hate
2342,My manager is also a disabled person. ,not_hate
2343,My manager is also a Muslim. ,not_hate
2344,My manager is also an immigrant. ,not_hate
2345,Quite a few women live around there,not_hate
2346,Quite a few trans people live around there,not_hate
2347,Quite a few gay people live around there,not_hate
2348,Quite a few black people live around there,not_hate
2349,Quite a few disabled people live around there,not_hate
2350,Quite a few Muslims live around there,not_hate
2351,Quite a few immigrants live around there,not_hate
2352,I love women. ,not_hate
2353,I love trans people. ,not_hate
2354,I love gay people. ,not_hate
2355,I love black people. ,not_hate
2356,I love disabled people. ,not_hate
2357,I love Muslims. ,not_hate
2358,I love immigrants. ,not_hate
2359,I absolutely adore women. ,not_hate
2360,I absolutely adore trans people. ,not_hate
2361,I absolutely adore gay people. ,not_hate
2362,I absolutely adore black people. ,not_hate
2363,I absolutely adore disabled people. ,not_hate
2364,I absolutely adore Muslims. ,not_hate
2365,I absolutely adore immigrants. ,not_hate
2373,These women make me so happy. ,not_hate
2374,These trans people make me so happy. ,not_hate
2375,These gay people make me so happy. ,not_hate
2376,These black people make me so happy. ,not_hate
2377,These disabled people make me so happy. ,not_hate
2378,These Muslims make me so happy. ,not_hate
2379,These immigrants make me so happy. ,not_hate
2380,Seeing women in government makes me so proud. ,not_hate
2381,Seeing trans people in government makes me so proud. ,not_hate
2382,Seeing gay people in government makes me so proud. ,not_hate
2383,Seeing black people in government makes me so proud. ,not_hate
2384,Seeing disabled people in government makes me so proud. ,not_hate
2385,Seeing Muslims in government makes me so proud. ,not_hate
2386,Seeing immigrants in government makes me so proud. ,not_hate
2387,Women are beautiful. ,not_hate
2388,Trans people are beautiful. ,not_hate
2389,Gay people are beautiful. ,not_hate
2390,Black people are beautiful. ,not_hate
2391,Disabled people are beautiful. ,not_hate
2392,Muslims are beautiful. ,not_hate
2393,Immigrants are beautiful. ,not_hate
2394,Women like you are gorgeous. ,not_hate
2395,Trans people like you are gorgeous. ,not_hate
2396,Gay people like you are gorgeous. ,not_hate
2397,Black people like you are gorgeous. ,not_hate
2398,Disabled people like you are gorgeous. ,not_hate
2399,Muslims like you are gorgeous. ,not_hate
2400,Immigrants like you are gorgeous. ,not_hate
2401,All women like them are amazing. ,not_hate
2402,All trans people like them are amazing. ,not_hate
2403,All gay people like them are amazing. ,not_hate
2404,All black people like them are amazing. ,not_hate
2405,All disabled people like them are amazing. ,not_hate
2406,All Muslims like them are amazing. ,not_hate
2407,All immigrants like them are amazing. ,not_hate
2408,Women being in charge is a credit to our society. ,not_hate
2409,Trans people being in charge is a credit to our society. ,not_hate
2410,Gay people being in charge is a credit to our society. ,not_hate
2411,Black people being in charge is a credit to our society. ,not_hate
2412,Disabled people being in charge is a credit to our society. ,not_hate
2413,Muslims being in charge is a credit to our society. ,not_hate
2414,Immigrants being in charge is a credit to our society. ,not_hate
2415,Only women are that kind and compassionate. ,not_hate
2416,Only trans people are that kind and compassionate. ,not_hate
2417,Only gay people are that kind and compassionate. ,not_hate
2418,Only black people are that kind and compassionate. ,not_hate
2419,Only disabled people are that kind and compassionate. ,not_hate
2420,Only Muslims are that kind and compassionate. ,not_hate
2421,Only immigrants are that kind and compassionate. ,not_hate
2422,Women are great. ,not_hate
2423,Trans people are great. ,not_hate
2424,Gay people are great. ,not_hate
2425,Black people are great. ,not_hate
2426,Disabled people are great. ,not_hate
2427,Muslims are great. ,not_hate
2428,Immigrants are great. ,not_hate
2429,Women like you are absolute heroes. ,not_hate
2430,Trans people like you are absolute heroes. ,not_hate
2431,Gay people like you are absolute heroes. ,not_hate
2432,Black people like you are absolute heroes. ,not_hate
2433,Disabled people like you are absolute heroes. ,not_hate
2434,Muslims like you are absolute heroes. ,not_hate
2435,Immigrants like you are absolute heroes. ,not_hate
2436,Women are wonderful beings. ,not_hate
2437,Trans people are wonderful beings. ,not_hate
2438,Gay people are wonderful beings. ,not_hate
2439,Black people are wonderful beings. ,not_hate
2440,Disabled people are wonderful beings. ,not_hate
2441,Muslims are wonderful beings. ,not_hate
2442,Immigrants are wonderful beings. ,not_hate
2443,Female lives are worth so much. ,not_hate
2444,Trans lives are worth so much. ,not_hate
2445,Gay lives are worth so much. ,not_hate
2446,Black lives are worth so much. ,not_hate
2447,Disabled lives are worth so much. ,not_hate
2448,Muslim lives are worth so much. ,not_hate
2449,Immigrant lives are worth so much. ,not_hate
2450,Women are fantastic. ,not_hate
2451,Trans people are fantastic. ,not_hate
2452,Gay people are fantastic. ,not_hate
2453,Black people are fantastic. ,not_hate
2454,Disabled people are fantastic. ,not_hate
2455,Muslims are fantastic. ,not_hate
2456,Immigrants are fantastic. ,not_hate
2457,You and all the other women are a blessing to society. ,not_hate
2458,You and all the other trans people are a blessing to society. ,not_hate
2459,You and all the other gay people are a blessing to society. ,not_hate
2460,You and all the other black people are a blessing to society. ,not_hate
2461,You and all the other disabled people are a blessing to society. ,not_hate
2462,You and all the other Muslims are a blessing to society. ,not_hate
2463,You and all the other immigrants are a blessing to society. ,not_hate
2464,Women belong in our government. ,not_hate
2465,Trans people belong in our government. ,not_hate
2466,Gay people belong in our government. ,not_hate
2467,Black people belong in our government. ,not_hate
2468,Disabled people belong in our government. ,not_hate
2469,Muslims belong in our government. ,not_hate
2470,Immigrants belong in our government. ,not_hate
2471,Putting a woman in charge is the best thing anyone can do. ,not_hate
2472,Putting a trans person in charge is the best thing anyone can do. ,not_hate
2473,Putting a gay person in charge is the best thing anyone can do. ,not_hate
2474,Putting a black person in charge is the best thing anyone can do. ,not_hate
2475,Putting a disabled person in charge is the best thing anyone can do. ,not_hate
2476,Putting a Muslim in charge is the best thing anyone can do. ,not_hate
2477,Putting an immigrant in charge is the best thing anyone can do. ,not_hate
2478,I'm going to hug a woman tomorrow. ,not_hate
2479,I'm going to hug a trans person tomorrow. ,not_hate
2480,I'm going to hug a gay person tomorrow. ,not_hate
2481,I'm going to hug a black person tomorrow. ,not_hate
2482,I'm going to hug a disabled person tomorrow. ,not_hate
2483,I'm going to hug a Muslim tomorrow. ,not_hate
2484,I'm going to hug an immigrant tomorrow. ,not_hate
2485,I wish I could date a woman. ,not_hate
2486,I wish I could date a trans person. ,not_hate
2487,I wish I could date a gay person. ,not_hate
2488,I wish I could date a black person. ,not_hate
2489,I wish I could date a disabled person. ,not_hate
2490,I wish I could date a Muslim. ,not_hate
2491,I wish I could date an immigrant. ,not_hate
2492,I am going to make those women smile. ,not_hate
2493,I am going to make those trans people smile. ,not_hate
2494,I am going to make those gay people smile. ,not_hate
2495,I am going to make those black people smile. ,not_hate
2496,I am going to make those disabled people smile. ,not_hate
2497,I am going to make those Muslims smile. ,not_hate
2498,I am going to make those immigrants smile. ,not_hate
2499,I'm going to help out a woman tomorrow. ,not_hate
2500,I'm going to help out a trans person tomorrow. ,not_hate
2501,I'm going to help out a gay person tomorrow. ,not_hate
2502,I'm going to help out a black person tomorrow. ,not_hate
2503,I'm going to help out a disabled person tomorrow. ,not_hate
2504,I'm going to help out a Muslim tomorrow. ,not_hate
2505,I'm going to help out an immigrant tomorrow. ,not_hate
2506,I will embrace you and any other women like you. ,not_hate
2507,I will embrace you and any other trans people like you. ,not_hate
2508,I will embrace you and any other gay people like you. ,not_hate
2509,I will embrace you and any other black people like you. ,not_hate
2510,I will embrace you and any other disabled people like you. ,not_hate
2511,I will embrace you and any other Muslims like you. ,not_hate
2512,I will embrace you and any other immigrants like you. ,not_hate
2520,I'll cherish any woman like you. ,not_hate
2521,I'll cherish any trans person like you. ,not_hate
2522,I'll cherish any gay person like you. ,not_hate
2523,I'll cherish any black person like you. ,not_hate
2524,I'll cherish any disabled person like you. ,not_hate
2525,I'll cherish any Muslim like you. ,not_hate
2526,I'll cherish any immigrant like you. ,not_hate
2527,Women should all be admired. ,not_hate
2528,Trans people should all be admired. ,not_hate
2529,Gay people should all be admired. ,not_hate
2530,Black people should all be admired. ,not_hate
2531,Disabled people should all be admired. ,not_hate
2532,Muslims should all be admired. ,not_hate
2533,Immigrants should all be admired. ,not_hate
2534,We should look up to these women. ,not_hate
2535,We should look up to these trans people. ,not_hate
2536,We should look up to these gay people. ,not_hate
2537,We should look up to these black people. ,not_hate
2538,We should look up to these disabled people. ,not_hate
2539,We should look up to these Muslims. ,not_hate
2540,We should look up to these immigrants. ,not_hate
2541,Those kinds of women ought to be celebrated. ,not_hate
2542,Those kinds of trans people ought to be celebrated. ,not_hate
2543,Those kinds of gay people ought to be celebrated. ,not_hate
2544,Those kinds of black people ought to be celebrated. ,not_hate
2545,Those kinds of disabled people ought to be celebrated. ,not_hate
2546,Those kinds of Muslims ought to be celebrated. ,not_hate
2547,Those kinds of immigrants ought to be celebrated. ,not_hate
2548,"In a just world, women would all be honoured. ",not_hate
2549,"In a just world, trans people would all be honoured. ",not_hate
2550,"In a just world, gay people would all be honoured. ",not_hate
2551,"In a just world, black people would all be honoured. ",not_hate
2552,"In a just world, disabled people would all be honoured. ",not_hate
2553,"In a just world, Muslims would all be honoured. ",not_hate
2554,"In a just world, immigrants would all be honoured. ",not_hate
2562,"If you say ""I hate women"", then you are a bigot!",not_hate
2563,"If you say ""I hate trans people"", then you are a bigot!",not_hate
2564,"If you say ""I hate gay people"", then you are a bigot!",not_hate
2565,"If you say ""I hate black people"", then you are a bigot!",not_hate
2566,"If you say ""I hate disabled people"", then you are a bigot!",not_hate
2567,"If you say ""I hate Muslims"", then you are a bigot!",not_hate
2568,"If you say ""I hate immigrants"", then you are a bigot!",not_hate
2569,"What makes you say stuff like ""these women disgust me so much""?",not_hate
2570,"What makes you say stuff like ""these trans people disgust me so much""?",not_hate
2571,"What makes you say stuff like ""these gay people disgust me so much""?",not_hate
2572,"What makes you say stuff like ""these black people disgust me so much""?",not_hate
2573,"What makes you say stuff like ""these disabled people disgust me so much""?",not_hate
2574,"What makes you say stuff like ""these Muslims disgust me so much""?",not_hate
2575,"What makes you say stuff like ""these immigrants disgust me so much""?",not_hate
2576,"If I see a comment like ""you women make me sick"", I will report it. ",not_hate
2577,"If I see a comment like ""you trans people make me sick"", I will report it. ",not_hate
2578,"If I see a comment like ""you gay people make me sick"", I will report it. ",not_hate
2579,"If I see a comment like ""you black people make me sick"", I will report it. ",not_hate
2580,"If I see a comment like ""you disabled people make me sick"", I will report it. ",not_hate
2581,"If I see a comment like ""you Muslims make me sick"", I will report it. ",not_hate
2582,"If I see a comment like ""you immigrants make me sick"", I will report it. ",not_hate
2583,"How can you say ""women are disgusting"" and not realise that's hateful?",not_hate
2584,"How can you say ""trans people are disgusting"" and not realise that's hateful?",not_hate
2585,"How can you say ""gay people are disgusting"" and not realise that's hateful?",not_hate
2586,"How can you say ""black people are disgusting"" and not realise that's hateful?",not_hate
2587,"How can you say ""disabled people are disgusting"" and not realise that's hateful?",not_hate
2588,"How can you say ""Muslims are disgusting"" and not realise that's hateful?",not_hate
2589,"How can you say ""immigrants are disgusting"" and not realise that's hateful?",not_hate
2590,"I will not tolerate posts like ""women are absolutely despicable"" in my timeline. ",not_hate
2591,"I will not tolerate posts like ""trans people are absolutely despicable"" in my timeline. ",not_hate
2592,"I will not tolerate posts like ""gay people are absolutely despicable"" in my timeline. ",not_hate
2593,"I will not tolerate posts like ""black people are absolutely despicable"" in my timeline. ",not_hate
2594,"I will not tolerate posts like ""disabled people are absolutely despicable"" in my timeline. ",not_hate
2595,"I will not tolerate posts like ""Muslims are absolutely despicable"" in my timeline. ",not_hate
2596,"I will not tolerate posts like ""immigrants are absolutely despicable"" in my timeline. ",not_hate
2597,"Statements like ""women are scum"" are deeply hurtful. ",not_hate
2598,"Statements like ""trans people are scum"" are deeply hurtful. ",not_hate
